,name,node_name,Edges Connected to cwe,Number of Edges Connected to cwe,Number of Edges Connected to cve,Edges Connected to cve,Edges Connected to tactic,Number of Edges Connected to tactic,Edges Connected to technique,Number of Edges Connected to technique,Edges Connected to capec,Number of Edges Connected to capec,Edges Connected to cpe,Number of Edges Connected to cpe,metadata,original_id
389,Counterfeit Hardware Component Inserted During Product Assembly,capec_00878,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},520
390,Hardware Design Specifications Are Altered,capec_00879,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},521
391,Malicious Hardware Component Replacement,capec_00880,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},522
392,Malicious Software Implanted,capec_00881,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},523
393,Rogue Integration Procedures,capec_00882,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},524
394,XML Flood,capec_00883,{'cwe_00435'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},528
395,Malware-Directed Internal Reconnaissance,capec_00884,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},529
396,Postfix_ Null Terminate_ and Backslash,capec_00885,"{'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00877', 'cwe_00419', 'cwe_00423', 'cwe_00636', 'cwe_00420'}",8,0,set(),set(),0,set(),0,set(),0,set(),0,{},53
397,Provide Counterfeit Component,capec_00886,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},530
398,Hardware Component Substitution,capec_00887,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},531
399,Malicious Manual Software Update,capec_00888,{'cwe_00540'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},533
400,Malicious Hardware Update,capec_00889,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},534
401,Malicious Gray Market Hardware,capec_00890,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},535
402,Data Injected During Configuration,capec_00891,{'cwe_00546'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},536
403,Infiltration of Hardware Development Environment,capec_00892,{'cwe_00893'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},537
404,Open Source Libraries Altered,capec_00894,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},538
405,ASIC With Malicious Functionality,capec_00895,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},539
406,Query System for Information,capec_00896,{'cwe_00587'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},54
407,Overread Buffers,capec_00897,{'cwe_00893'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},540
408,Application Fingerprinting,capec_00898,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},541
409,Targeted Malware,capec_00899,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},542
410,Counterfeit Websites,capec_00900,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},543
411,Counterfeit Organizations,capec_00901,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},544
412,Pull Data from System Resources,capec_00902,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},545
413,Probe Application Memory,capec_00903,{'cwe_00546'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},546
414,Physical Destruction of Device or Component,capec_00904,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},547
415,Contaminate Resource,capec_00905,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},548
416,Local Execution of Code,capec_00906,{'cwe_00529'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},549
417,Rainbow Table Password Cracking,capec_00907,"{'cwe_00908', 'cwe_00506', 'cwe_00349', 'cwe_00405', 'cwe_00568', 'cwe_00909', 'cwe_00505'}",7,0,set(),set(),0,set(),0,set(),0,set(),0,{},55
418,Functionality Bypass,capec_00910,{'cwe_00439'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},554
419,Orbital Jamming,capec_00911,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},559
420,Utilizing REST's Trust in the System Resource to Register Man in the Middle,capec_00912,"{'cwe_00696', 'cwe_00414', 'cwe_00409', 'cwe_00349'}",4,0,set(),set(),0,set(),0,set(),0,set(),0,{},57
421,Restful Privilege Elevation,capec_00913,"{'cwe_00522', 'cwe_00914', 'cwe_00431'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},58
422,Application Footprinting,capec_00915,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},580
423,Security Software Footprinting,capec_00916,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},581
424,Route Disabling,capec_00917,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},582
425,Disabling Network Hardware,capec_00918,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},583
426,BGP Route Disabling,capec_00919,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},584
427,DNS Domain Seizure,capec_00920,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},585
428,Object Injection,capec_00921,{'cwe_00922'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},586
429,Cross Frame Scripting (XFS),capec_00923,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},587
430,DOM-Based XSS,capec_00924,"{'cwe_00359', 'cwe_00578', 'cwe_00621'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},588
431,DNS Blocking,capec_00925,{'cwe_00414'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},589
432,Session Credential Falsification through Prediction,capec_00926,"{'cwe_00583', 'cwe_00349', 'cwe_00927', 'cwe_00581', 'cwe_00403', 'cwe_00928', 'cwe_00568', 'cwe_00582', 'cwe_00557', 'cwe_00400', 'cwe_00346', 'cwe_00412'}",12,0,set(),set(),0,set(),0,set(),0,set(),0,{},59
433,IP Address Blocking,capec_00929,{'cwe_00414'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},590
434,Reflected XSS,capec_00930,{'cwe_00578'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},591
435,Stored XSS,capec_00931,{'cwe_00578'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},592
436,Session Hijacking,capec_00932,{'cwe_00409'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},593
437,Traffic Injection,capec_00933,{'cwe_00934'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},594
438,Connection Reset,capec_00935,{'cwe_00934'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},595
439,TCP RST Injection,capec_00936,{'cwe_00934'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},596
440,Absolute Path Traversal,capec_00937,{'cwe_00938'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},597
441,DNS Spoofing,capec_00939,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},598
442,Terrestrial Jamming,capec_00940,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},599
443,Argument Injection,capec_00941,"{'cwe_00390', 'cwe_00362', 'cwe_00370', 'cwe_00357', 'cwe_00425', 'cwe_00487', 'cwe_00488'}",7,0,set(),set(),0,set(),0,set(),0,set(),0,{},6
444,Reusing Session IDs (aka Session Replay),capec_00942,"{'cwe_00558', 'cwe_00581', 'cwe_00928', 'cwe_00372', 'cwe_00582', 'cwe_00557', 'cwe_00400', 'cwe_00346', 'cwe_00347', 'cwe_00412'}",10,0,set(),set(),0,set(),0,set(),0,set(),0,{},60
445,Jamming,capec_00943,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},601
446,Blockage,capec_00944,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},603
447,Wi-Fi Jamming,capec_00945,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},604
448,Cellular Jamming,capec_00946,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},605
449,Weakening of Cellular Encryption,capec_00947,{'cwe_00598'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},606
450,Obstruction,capec_00948,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},607
451,Cryptanalysis of Cellular Encryption,capec_00949,{'cwe_00567'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},608
452,Cellular Traffic Intercept,capec_00950,{'cwe_00502'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},609
453,Session Fixation,capec_00951,"{'cwe_00557', 'cwe_00558', 'cwe_00952', 'cwe_00347'}",4,0,set(),set(),0,set(),0,set(),0,set(),0,{},61
454,Cellular Data Injection,capec_00953,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},610
455,BitSquatting,capec_00954,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},611
456,WiFi MAC Address Tracking,capec_00955,"{'cwe_00416', 'cwe_00414'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},612
457,WiFi SSID Tracking,capec_00956,"{'cwe_00416', 'cwe_00414'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},613
458,Rooting SIM Cards,capec_00957,{'cwe_00567'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},614
459,Evil Twin Wi-Fi Attack,capec_00958,{'cwe_00414'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},615
460,Establish Rogue Location,capec_00959,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},616
461,Cellular Rogue Base Station,capec_00960,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},617
462,Cellular Broadcast Message Request,capec_00961,{'cwe_00416'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},618
463,Signal Strength Tracking,capec_00962,{'cwe_00416'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},619
464,Cross Site Request Forgery,capec_00963,"{'cwe_00417', 'cwe_00558', 'cwe_00401', 'cwe_00347', 'cwe_00964'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},62
465,Drop Encryption Level,capec_00965,{'cwe_00598'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},620
466,Analysis of Packet Timing and Sizes,capec_00966,{'cwe_00416'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},621
467,Electromagnetic Side-Channel Attack,capec_00967,{'cwe_00416'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},622
468,Compromising Emanations Attack,capec_00968,{'cwe_00416'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},623
469,Fault Injection,capec_00969,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},624
470,Mobile Device Fault Injection,capec_00970,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},625
471,Smudge Attack,capec_00971,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},626
472,Counterfeit GPS Signals,capec_00972,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},627
473,Carry-Off GPS Attack,capec_00973,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},628
474,Unauthorized Use of Device Resources,capec_00974,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},629
475,Cross-Site Scripting (XSS),capec_00975,"{'cwe_00359', 'cwe_00578'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},63
476,TypoSquatting,capec_00976,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},630
477,SoundSquatting,capec_00977,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},631
478,Homograph Attack via Homoglyphs,capec_00978,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},632
479,Alternative Execution Due to Deceptive Filenames,capec_00979,{'cwe_00980'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},635
480,Hiding Malicious Data or Code within Files,capec_00981,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},636
481,Altered Component Firmware,capec_00982,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},638
482,Using Slashes and URL Encoding Combined to Bypass Validation Logic,capec_00983,"{'cwe_00426', 'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00450', 'cwe_00421', 'cwe_00419', 'cwe_00423', 'cwe_00636', 'cwe_00420', 'cwe_00437'}",11,0,set(),set(),0,set(),0,set(),0,set(),0,{},64
483,Replace Binaries,capec_00984,{'cwe_00347'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},642
484,Sniff Application Code,capec_00986,"{'cwe_00375', 'cwe_00349', 'cwe_00568', 'cwe_00727', 'cwe_00502'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},65
485,Eavesdropping,capec_00988,{'cwe_00412'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},651
486,SQL Injection,capec_00989,"{'cwe_00362', 'cwe_00370', 'cwe_00357', 'cwe_00359', 'cwe_00389', 'cwe_00636'}",6,0,set(),set(),0,set(),0,set(),0,set(),0,{},66
487,String Format Overflow in syslog(),capec_00990,"{'cwe_00457', 'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00360', 'cwe_00353'}",6,0,set(),set(),0,set(),0,set(),0,set(),0,{},67
488,Subvert Code-signing Facilities,capec_00991,"{'cwe_00992', 'cwe_00806'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},68
489,Target Programs with Elevated Privileges,capec_00993,"{'cwe_00522', 'cwe_00449', 'cwe_00380'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},69
490,Blind SQL Injection,capec_00994,"{'cwe_00362', 'cwe_00370', 'cwe_00357', 'cwe_00359', 'cwe_00587', 'cwe_00389', 'cwe_00636'}",7,0,set(),set(),0,set(),0,set(),0,set(),0,{},7
491,Try Common or Default Usernames and Passwords,capec_00995,"{'cwe_00506', 'cwe_00349', 'cwe_00405', 'cwe_00549', 'cwe_00505'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},70
492,Using Unicode Encoding to Bypass Validation Logic,capec_00996,"{'cwe_00997', 'cwe_00362', 'cwe_00427', 'cwe_00357', 'cwe_00359', 'cwe_00419', 'cwe_00423', 'cwe_00424', 'cwe_00651', 'cwe_00683', 'cwe_00420', 'cwe_00425'}",12,0,set(),set(),0,set(),0,set(),0,set(),0,{},71
493,URL Encoding,capec_00998,"{'cwe_00426', 'cwe_00357', 'cwe_00359', 'cwe_00450', 'cwe_00419', 'cwe_00421', 'cwe_00423', 'cwe_00420'}",8,0,set(),set(),0,set(),0,set(),0,set(),0,{},72
494,User-Controlled Filename,capec_00999,"{'cwe_00475', 'cwe_00362', 'cwe_00626', 'cwe_00359', 'cwe_00471', 'cwe_00719', 'cwe_00382', 'cwe_00425'}",8,0,set(),set(),0,set(),0,set(),0,set(),0,{},73
495,Manipulating User State,capec_01000,"{'cwe_00469', 'cwe_00349', 'cwe_00448', 'cwe_00695', 'cwe_01001'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},74
496,Manipulating Writeable Configuration Files,capec_01002,"{'cwe_00472', 'cwe_00370', 'cwe_00358', 'cwe_00448', 'cwe_00460', 'cwe_00479', 'cwe_00400'}",7,0,set(),set(),0,set(),0,set(),0,set(),0,{},75
497,Manipulating Web Input to File System Calls,capec_01003,"{'cwe_00451', 'cwe_00471', 'cwe_00522', 'cwe_00357', 'cwe_00450', 'cwe_01004', 'cwe_00466', 'cwe_00449', 'cwe_00519', 'cwe_00460', 'cwe_00400', 'cwe_00346', 'cwe_00437'}",13,0,set(),set(),0,set(),0,set(),0,set(),0,{},76
498,Manipulating User-Controlled Variables,capec_01005,"{'cwe_00619', 'cwe_01006', 'cwe_00719', 'cwe_00449', 'cwe_00354', 'cwe_00346'}",6,0,set(),set(),0,set(),0,set(),0,set(),0,{},77
499,Using Escaped Slashes in Alternate Encoding,capec_01007,"{'cwe_00426', 'cwe_00362', 'cwe_00636', 'cwe_00357', 'cwe_00359', 'cwe_00450', 'cwe_00419', 'cwe_00422', 'cwe_00423', 'cwe_00651', 'cwe_00420', 'cwe_00437'}",12,0,set(),set(),0,set(),0,set(),0,set(),0,{},78
500,Using Slashes in Alternate Encoding,capec_01008,"{'cwe_00426', 'cwe_00362', 'cwe_00636', 'cwe_00357', 'cwe_00359', 'cwe_00450', 'cwe_00419', 'cwe_00422', 'cwe_00423', 'cwe_00412', 'cwe_00488', 'cwe_00651', 'cwe_00437'}",13,0,set(),set(),0,set(),0,set(),0,set(),0,{},79
501,Buffer Overflow in an API Call,capec_01009,"{'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00360', 'cwe_00353', 'cwe_00361', 'cwe_00356', 'cwe_00355'}",8,0,set(),set(),0,set(),0,set(),0,set(),0,{},8
502,Using UTF-8 Encoding to Bypass Validation Logic,capec_01010,"{'cwe_00426', 'cwe_00362', 'cwe_00427', 'cwe_00357', 'cwe_00359', 'cwe_00450', 'cwe_00419', 'cwe_00422', 'cwe_00423', 'cwe_00651', 'cwe_00420'}",11,0,set(),set(),0,set(),0,set(),0,set(),0,{},80
503,Web Logs Tampering,capec_01011,"{'cwe_01013', 'cwe_00489', 'cwe_00370', 'cwe_00653', 'cwe_00359', 'cwe_00719', 'cwe_00382', 'cwe_00455', 'cwe_00348', 'cwe_01012', 'cwe_01014'}",11,0,set(),set(),0,set(),0,set(),0,set(),0,{},81
504,XPath Injection,capec_01015,"{'cwe_00370', 'cwe_00357', 'cwe_00359', 'cwe_00636', 'cwe_00635'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},83
505,XQuery Injection,capec_01016,"{'cwe_00636', 'cwe_00370', 'cwe_00357'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},84
506,AJAX Fingerprinting,capec_01017,"{'cwe_00578', 'cwe_00427', 'cwe_00626', 'cwe_00471', 'cwe_00359', 'cwe_00719', 'cwe_00382', 'cwe_00694', 'cwe_01018', 'cwe_00425'}",10,0,set(),set(),0,set(),0,set(),0,set(),0,{},85
507,XSS Through HTTP Headers,capec_01019,{'cwe_00534'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},86
508,Forceful Browsing,capec_01020,"{'cwe_00346', 'cwe_00440', 'cwe_00349'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},87
509,OS Command Injection,capec_01021,"{'cwe_00390', 'cwe_00362', 'cwe_00370', 'cwe_00463', 'cwe_00359'}",5,0,set(),set(),0,set(),0,set(),0,set(),0,{},88
510,Pharming,capec_01022,"{'cwe_00400', 'cwe_00475'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},89
511,Buffer Overflow in Local Command-Line Utilities,capec_01023,"{'cwe_00362', 'cwe_00357', 'cwe_00359', 'cwe_00360', 'cwe_00353', 'cwe_00361', 'cwe_00356', 'cwe_00355'}",8,0,set(),set(),0,set(),0,set(),0,set(),0,{},9
512,Reflection Attack in Authentication Protocol,capec_01024,"{'cwe_01025', 'cwe_01026', 'cwe_00858'}",3,0,set(),set(),0,set(),0,set(),0,set(),0,{},90
513,Forced Integer Overflow,capec_01027,"{'cwe_01029', 'cwe_00362', 'cwe_01031', 'cwe_00360', 'cwe_00353', 'cwe_01028', 'cwe_01030'}",7,0,set(),set(),0,set(),0,set(),0,set(),0,{},92
514,Man in the Middle Attack,capec_01032,"{'cwe_00581', 'cwe_00372', 'cwe_00409', 'cwe_00696', 'cwe_01033', 'cwe_00414'}",6,0,set(),set(),0,set(),0,set(),0,set(),0,{},94
515,WSDL Scanning,capec_01034,{'cwe_01035'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},95
516,Block Access to Libraries,capec_01036,"{'cwe_01037', 'cwe_00407'}",2,0,set(),set(),0,set(),0,set(),0,set(),0,{},96
517,Cryptanalysis,capec_01038,{'cwe_00567'},1,0,set(),set(),0,set(),0,set(),0,set(),0,{},97
518,Phishing,capec_01039,set(),0,0,set(),set(),0,set(),0,set(),0,set(),0,{},98
